CropItem,Year,Yield(hg/ha),Nutrients(tonnes),SyntheticFert(tonnes),Pesticides(tonnes),Temp_ann_degC,LandUsed,LandIrrigated
Cassava,1996,238528.0,179225,180528,701,24.55,2257,681.0
Cassava,1997,221117.0,202349,190783,653,24.1,2262,700.0
Cassava,1998,252815.0,209968,198690,614,24.76,2260,718.0
Cassava,1999,239523.0,225709,202759,577,24.67,2262,736.0
Cassava,2000,269087.0,208778,191103,561,24.6,2262,755.0
Cassava,2001,266998.0,216803,197928,546,24.73,2256,773.0
Cassava,2002,272746.0,201199,183211,531,25.0,2257,782.0
Cassava,2003,262135.0,210090,193862,515,24.72,2253,790.0
Cassava,2004,270436.0,230083,204972,438,24.74,2254,799.0
Cassava,2005,304978.0,254342,222668,441,24.58,2251,808.0
Cassava,2006,321132.0,270526,240815,467,25.06,2248,815.0
Cassava,2007,322204.0,282138,252309,342,24.77,2245,822.0
Cassava,2008,335407.0,302855,260116,181,24.61,2246,829.0
Cassava,2009,343433.0,330569,272271,358,25.11,2250,846.0
Cassava,2010,347555.0,351378,287886,501,25.13,2244,846.0
Cassava,2011,364770.0,354671,303931,694,24.67,2245,847.0
Cassava,2012,385818.0,319201,294365,662,24.69,2245,869.0
Cassava,2013,349594.0,306031,293126,570,24.82,2246,871.0
Cassava,2014,356555.0,319767,296618,703,24.73,2246,873.0
Cassava,2015,210240.0,334407,304015,709,24.91,2245,875.0
Cassava,2016,212941.0,324363,292869,732,26.45,2244,877.0
Cassava,2017,209598.0,332386,296765,792,26.29,2244,880.0
Cassava,2018,286127.0,342190,308493,745,25.9,2244,880.0
Cassava,2019,305276.0,362120,299376,771,25.86,2244,880.0
Castor oil seed,1990,8842.0,150225,132396,937,24.21,2267,618.0
Castor oil seed,1991,8106.0,159101,140809,901,24.28,2269,621.0
Castor oil seed,1992,9444.0,151930,147467,884,24.15,2266,623.0
Castor oil seed,1993,9267.0,154815,153630,829,24.43,2267,626.0
Castor oil seed,1994,10847.0,169545,166375,766,24.46,2266,644.0
Castor oil seed,1995,9886.0,173452,171899,765,25.29,2261,663.0
Castor oil seed,1996,12189.0,179225,180528,701,24.55,2257,681.0
Castor oil seed,1997,12925.0,202349,190783,653,24.1,2262,700.0
Castor oil seed,1998,12312.0,209968,198690,614,24.76,2260,718.0
Castor oil seed,1999,9788.0,225709,202759,577,24.67,2262,736.0
Castor oil seed,2000,8176.0,208778,191103,561,24.6,2262,755.0
Castor oil seed,2001,9107.0,216803,197928,546,24.73,2256,773.0
Castor oil seed,2002,7341.0,201199,183211,531,25.0,2257,782.0
Castor oil seed,2003,11108.0,210090,193862,515,24.72,2253,790.0
Castor oil seed,2004,10678.0,230083,204972,438,24.74,2254,799.0
Castor oil seed,2005,11464.0,254342,222668,441,24.58,2251,808.0
Castor oil seed,2006,11925.0,270526,240815,467,25.06,2248,815.0
Castor oil seed,2007,13380.0,282138,252309,342,24.77,2245,822.0
Castor oil seed,2008,13520.0,302855,260116,181,24.61,2246,829.0
Castor oil seed,2009,13730.0,330569,272271,358,25.11,2250,846.0
Castor oil seed,2010,15260.0,351378,287886,501,25.13,2244,846.0
Castor oil seed,2011,15602.0,354671,303931,694,24.67,2245,847.0
Castor oil seed,2012,15916.0,319201,294365,662,24.69,2245,869.0
Castor oil seed,2013,16244.0,306031,293126,570,24.82,2246,871.0
Castor oil seed,2014,16923.0,319767,296618,703,24.73,2246,873.0
Castor oil seed,2015,16088.0,334407,304015,709,24.91,2245,875.0
Castor oil seed,2016,13269.0,324363,292869,732,26.45,2244,877.0
Castor oil seed,2017,17037.0,332386,296765,792,26.29,2244,880.0
Castor oil seed,2018,19021.0,342190,308493,745,25.9,2244,880.0
Castor oil seed,2019,15928.0,362120,299376,771,25.86,2244,880.0
Cauliflowers and broccoli,1990,142265.0,150225,132396,937,24.21,2267,618.0
Cauliflowers and broccoli,1991,147843.0,159101,140809,901,24.28,2269,621.0
Cauliflowers and broccoli,1992,189720.0,151930,147467,884,24.15,2266,623.0
Cauliflowers and broccoli,1993,151053.0,154815,153630,829,24.43,2267,626.0
Cauliflowers and broccoli,1994,164348.0,169545,166375,766,24.46,2266,644.0
Cauliflowers and broccoli,1995,170213.0,173452,171899,765,25.29,2261,663.0
Cauliflowers and broccoli,1996,160714.0,179225,180528,701,24.55,2257,681.0
Cauliflowers and broccoli,1997,172414.0,202349,190783,653,24.1,2262,700.0
Cauliflowers and broccoli,1998,178800.0,209968,198690,614,24.76,2260,718.0
Cauliflowers and broccoli,1999,187600.0,225709,202759,577,24.67,2262,736.0
Cauliflowers and broccoli,2000,188800.0,208778,191103,561,24.6,2262,755.0
Cauliflowers and broccoli,2001,180385.0,216803,197928,546,24.73,2256,773.0
Cauliflowers and broccoli,2002,181111.0,201199,183211,531,25.0,2257,782.0
Cauliflowers and broccoli,2003,171429.0,210090,193862,515,24.72,2253,790.0
Cauliflowers and broccoli,2004,184405.0,230083,204972,438,24.74,2254,799.0
Cauliflowers and broccoli,2005,189300.0,254342,222668,441,24.58,2251,808.0
Cauliflowers and broccoli,2006,184446.0,270526,240815,467,25.06,2248,815.0
Cauliflowers and broccoli,2007,183377.0,282138,252309,342,24.77,2245,822.0
Cauliflowers and broccoli,2008,185160.0,302855,260116,181,24.61,2246,829.0
Cauliflowers and broccoli,2009,187214.0,330569,272271,358,25.11,2250,846.0
Cauliflowers and broccoli,2010,188819.0,351378,287886,501,25.13,2244,846.0
Cauliflowers and broccoli,2011,182791.0,354671,303931,694,24.67,2245,847.0
Cauliflowers and broccoli,2012,187954.0,319201,294365,662,24.69,2245,869.0
Cauliflowers and broccoli,2013,196194.0,306031,293126,570,24.82,2246,871.0
Cauliflowers and broccoli,2014,197600.0,319767,296618,703,24.73,2246,873.0
Cauliflowers and broccoli,2015,192847.0,334407,304015,709,24.91,2245,875.0
Cauliflowers and broccoli,2016,189906.0,324363,292869,732,26.45,2244,877.0
Cauliflowers and broccoli,2017,188480.0,332386,296765,792,26.29,2244,880.0
Cauliflowers and broccoli,2018,191347.0,342190,308493,745,25.9,2244,880.0
Cauliflowers and broccoli,2019,195333.0,362120,299376,771,25.86,2244,880.0
Cherries,1990,24615.0,150225,132396,937,24.21,2267,618.0
Cherries,1991,26429.0,159101,140809,901,24.28,2269,621.0
Cherries,1992,26298.0,151930,147467,884,24.15,2266,623.0
Cherries,1993,26667.0,154815,153630,829,24.43,2267,626.0
Cherries,1994,26250.0,169545,166375,766,24.46,2266,644.0
Cherries,1995,27077.0,173452,171899,765,25.29,2261,663.0
Cherries,1996,28235.0,179225,180528,701,24.55,2257,681.0
Cherries,1997,27936.0,202349,190783,653,24.1,2262,700.0
Cherries,1998,27899.0,209968,198690,614,24.76,2260,718.0
Cherries,1999,27633.0,225709,202759,577,24.67,2262,736.0
Cherries,2000,27807.0,208778,191103,561,24.6,2262,755.0
Cherries,2001,27972.0,216803,197928,546,24.73,2256,773.0
Cherries,2002,28141.0,201199,183211,531,25.0,2257,782.0
Cherries,2003,28312.0,210090,193862,515,24.72,2253,790.0
Cherries,2004,28486.0,230083,204972,438,24.74,2254,799.0
Cherries,2005,28673.0,254342,222668,441,24.58,2251,808.0
Cherries,2006,28867.0,270526,240815,467,25.06,2248,815.0
Cherries,2007,29053.0,282138,252309,342,24.77,2245,822.0
Cherries,2008,29242.0,302855,260116,181,24.61,2246,829.0
Cherries,2009,29422.0,330569,272271,358,25.11,2250,846.0
Cherries,2010,29616.0,351378,287886,501,25.13,2244,846.0
Cherries,2011,29801.0,354671,303931,694,24.67,2245,847.0
Cherries,2012,29994.0,319201,294365,662,24.69,2245,869.0
Cherries,2013,30182.0,306031,293126,570,24.82,2246,871.0
Cherries,2014,30246.0,319767,296618,703,24.73,2246,873.0
Cherries,2015,30411.0,334407,304015,709,24.91,2245,875.0
Cherries,2016,30513.0,324363,292869,732,26.45,2244,877.0
Cherries,2017,30644.0,332386,296765,792,26.29,2244,880.0
Cherries,2018,30771.0,342190,308493,745,25.9,2244,880.0
Cherries,2019,30896.0,362120,299376,771,25.86,2244,880.0
Chick peas,1990,6518.0,150225,132396,937,24.21,2267,618.0
Chick peas,1991,7122.0,159101,140809,901,24.28,2269,621.0
Chick peas,1992,7385.0,151930,147467,884,24.15,2266,623.0
Chick peas,1993,6844.0,154815,153630,829,24.43,2267,626.0
Chick peas,1994,7833.0,169545,166375,766,24.46,2266,644.0
Chick peas,1995,8532.0,173452,171899,765,25.29,2261,663.0
Chick peas,1996,6997.0,179225,180528,701,24.55,2257,681.0
Chick peas,1997,8129.0,202349,190783,653,24.1,2262,700.0
Chick peas,1998,8108.0,209968,198690,614,24.76,2260,718.0
Chick peas,1999,8030.0,225709,202759,577,24.67,2262,736.0
Chick peas,2000,8327.0,208778,191103,561,24.6,2262,755.0
Chick peas,2001,7435.0,216803,197928,546,24.73,2256,773.0
Chick peas,2002,8530.0,201199,183211,531,25.0,2257,782.0
Chick peas,2003,7173.0,210090,193862,515,24.72,2253,790.0
Chick peas,2004,8112.0,230083,204972,438,24.74,2254,799.0
Chick peas,2005,8146.0,254342,222668,441,24.58,2251,808.0
Chick peas,2006,8085.0,270526,240815,467,25.06,2248,815.0
Chick peas,2007,8452.0,282138,252309,342,24.77,2245,822.0
Chick peas,2008,7620.0,302855,260116,181,24.61,2246,829.0
Chick peas,2009,8948.0,330569,272271,358,25.11,2250,846.0
Chick peas,2010,9155.0,351378,287886,501,25.13,2244,846.0
Chick peas,2011,8945.0,354671,303931,694,24.67,2245,847.0
Chick peas,2012,9255.0,319201,294365,662,24.69,2245,869.0
Chick peas,2013,10364.0,306031,293126,570,24.82,2246,871.0
Chick peas,2014,9600.0,319767,296618,703,24.73,2246,873.0
Chick peas,2015,8886.0,334407,304015,709,24.91,2245,875.0
Chick peas,2016,8403.0,324363,292869,732,26.45,2244,877.0
Chick peas,2017,9742.0,332386,296765,792,26.29,2244,880.0
Chick peas,2018,10775.0,342190,308493,745,25.9,2244,880.0
Chick peas,2019,10410.0,362120,299376,771,25.86,2244,880.0
"Chillies and peppers, dry",1990,8809.0,150225,132396,937,24.21,2267,618.0
"Chillies and peppers, dry",1991,7294.0,159101,140809,901,24.28,2269,621.0
"Chillies and peppers, dry",1992,8961.0,151930,147467,884,24.15,2266,623.0
"Chillies and peppers, dry",1993,8603.0,154815,153630,829,24.43,2267,626.0
"Chillies and peppers, dry",1994,9585.0,169545,166375,766,24.46,2266,644.0
"Chillies and peppers, dry",1995,9173.0,173452,171899,765,25.29,2261,663.0
"Chillies and peppers, dry",1996,11292.0,179225,180528,701,24.55,2257,681.0
"Chillies and peppers, dry",1997,10351.0,202349,190783,653,24.1,2262,700.0
"Chillies and peppers, dry",1998,11706.0,209968,198690,614,24.76,2260,718.0
"Chillies and peppers, dry",1999,10976.0,225709,202759,577,24.67,2262,736.0
"Chillies and peppers, dry",2000,11760.0,208778,191103,561,24.6,2262,755.0
"Chillies and peppers, dry",2001,12148.0,216803,197928,546,24.73,2256,773.0
"Chillies and peppers, dry",2002,10824.0,201199,183211,531,25.0,2257,782.0
"Chillies and peppers, dry",2003,15959.0,210090,193862,515,24.72,2253,790.0
"Chillies and peppers, dry",2004,16075.0,230083,204972,438,24.74,2254,799.0
"Chillies and peppers, dry",2005,15492.0,254342,222668,441,24.58,2251,808.0
"Chillies and peppers, dry",2006,16281.0,270526,240815,467,25.06,2248,815.0
"Chillies and peppers, dry",2007,16013.0,282138,252309,342,24.77,2245,822.0
"Chillies and peppers, dry",2008,16300.0,302855,260116,181,24.61,2246,829.0
"Chillies and peppers, dry",2009,15679.0,330569,272271,358,25.11,2250,846.0
"Chillies and peppers, dry",2010,15445.0,351378,287886,501,25.13,2244,846.0
"Chillies and peppers, dry",2011,15859.0,354671,303931,694,24.67,2245,847.0
"Chillies and peppers, dry",2012,16432.0,319201,294365,662,24.69,2245,869.0
"Chillies and peppers, dry",2013,19252.0,306031,293126,570,24.82,2246,871.0
"Chillies and peppers, dry",2014,19252.0,319767,296618,703,24.73,2246,873.0
"Chillies and peppers, dry",2015,21091.0,334407,304015,709,24.91,2245,875.0
"Chillies and peppers, dry",2016,18744.0,324363,292869,732,26.45,2244,877.0
"Chillies and peppers, dry",2017,24952.0,332386,296765,792,26.29,2244,880.0
"Chillies and peppers, dry",2018,28577.0,342190,308493,745,25.9,2244,880.0
"Chillies and peppers, dry",2019,22346.0,362120,299376,771,25.86,2244,880.0
"Chillies and peppers, green",1990,88421.0,150225,132396,937,24.21,2267,618.0
"Chillies and peppers, green",1991,88292.0,159101,140809,901,24.28,2269,621.0
"Chillies and peppers, green",1992,89583.0,151930,147467,884,24.15,2266,623.0
"Chillies and peppers, green",1993,90062.0,154815,153630,829,24.43,2267,626.0
"Chillies and peppers, green",1994,89796.0,169545,166375,766,24.46,2266,644.0
"Chillies and peppers, green",1995,91000.0,173452,171899,765,25.29,2261,663.0
"Chillies and peppers, green",1996,90385.0,179225,180528,701,24.55,2257,681.0
"Chillies and peppers, green",1997,90566.0,202349,190783,653,24.1,2262,700.0
"Chillies and peppers, green",1998,90741.0,209968,198690,614,24.76,2260,718.0
"Chillies and peppers, green",1999,90450.0,225709,202759,577,24.67,2262,736.0
"Chillies and peppers, green",2000,90909.0,208778,191103,561,24.6,2262,755.0
"Chillies and peppers, green",2001,90211.0,216803,197928,546,24.73,2256,773.0
"Chillies and peppers, green",2002,89967.0,201199,183211,531,25.0,2257,782.0
"Chillies and peppers, green",2003,89705.0,210090,193862,515,24.72,2253,790.0
"Chillies and peppers, green",2004,89412.0,230083,204972,438,24.74,2254,799.0
"Chillies and peppers, green",2005,88378.0,254342,222668,441,24.58,2251,808.0
"Chillies and peppers, green",2006,87931.0,270526,240815,467,25.06,2248,815.0
"Chillies and peppers, green",2007,87477.0,282138,252309,342,24.77,2245,822.0
"Chillies and peppers, green",2008,87031.0,302855,260116,181,24.61,2246,829.0
"Chillies and peppers, green",2009,86587.0,330569,272271,358,25.11,2250,846.0
"Chillies and peppers, green",2010,86170.0,351378,287886,501,25.13,2244,846.0
"Chillies and peppers, green",2011,85777.0,354671,303931,694,24.67,2245,847.0
"Chillies and peppers, green",2012,85000.0,319201,294365,662,24.69,2245,869.0
"Chillies and peppers, green",2013,85000.0,306031,293126,570,24.82,2246,871.0
"Chillies and peppers, green",2014,84741.0,319767,296618,703,24.73,2246,873.0
"Chillies and peppers, green",2015,84277.0,334407,304015,709,24.91,2245,875.0
"Chillies and peppers, green",2016,83860.0,324363,292869,732,26.45,2244,877.0
"Chillies and peppers, green",2017,83483.0,332386,296765,792,26.29,2244,880.0
"Chillies and peppers, green",2018,83112.0,342190,308493,745,25.9,2244,880.0
"Chillies and peppers, green",2019,82730.0,362120,299376,771,25.86,2244,880.0
"Cocoa, beans",1990,3000.0,150225,132396,937,24.21,2267,618.0
"Cocoa, beans",1991,3000.0,159101,140809,901,24.28,2269,621.0
"Cocoa, beans",1992,3000.0,151930,147467,884,24.15,2266,623.0
"Cocoa, beans",1993,3000.0,154815,153630,829,24.43,2267,626.0
"Cocoa, beans",1994,5674.0,169545,166375,766,24.46,2266,644.0
"Cocoa, beans",1995,5381.0,173452,171899,765,25.29,2261,663.0
"Cocoa, beans",1996,5333.0,179225,180528,701,24.55,2257,681.0
"Cocoa, beans",1997,4597.0,202349,190783,653,24.1,2262,700.0
"Cocoa, beans",1998,4387.0,209968,198690,614,24.76,2260,718.0
"Cocoa, beans",1999,4191.0,225709,202759,577,24.67,2262,736.0
"Cocoa, beans",2000,3930.0,208778,191103,561,24.6,2262,755.0
"Cocoa, beans",2001,4155.0,216803,197928,546,24.73,2256,773.0
"Cocoa, beans",2002,4203.0,201199,183211,531,25.0,2257,782.0
"Cocoa, beans",2003,3835.0,210090,193862,515,24.72,2253,790.0
"Cocoa, beans",2004,3669.0,230083,204972,438,24.74,2254,799.0
"Cocoa, beans",2005,3326.0,254342,222668,441,24.58,2251,808.0
"Cocoa, beans",2006,3453.0,270526,240815,467,25.06,2248,815.0
"Cocoa, beans",2007,3355.0,282138,252309,342,24.77,2245,822.0
"Cocoa, beans",2008,3312.0,302855,260116,181,24.61,2246,829.0
"Cocoa, beans",2009,3471.0,330569,272271,358,25.11,2250,846.0
"Cocoa, beans",2010,2786.0,351378,287886,501,25.13,2244,846.0
"Cocoa, beans",2011,2549.0,354671,303931,694,24.67,2245,847.0
"Cocoa, beans",2012,2063.0,319201,294365,662,24.69,2245,869.0
"Cocoa, beans",2013,1970.0,306031,293126,570,24.82,2246,871.0
"Cocoa, beans",2014,2113.0,319767,296618,703,24.73,2246,873.0
"Cocoa, beans",2015,2051.0,334407,304015,709,24.91,2245,875.0
"Cocoa, beans",2016,2099.0,324363,292869,732,26.45,2244,877.0
"Cocoa, beans",2017,2289.0,332386,296765,792,26.29,2244,880.0
"Cocoa, beans",2018,2247.0,342190,308493,745,25.9,2244,880.0
"Cocoa, beans",2019,2553.0,362120,299376,771,25.86,2244,880.0
Coconuts,1990,49017.0,150225,132396,937,24.21,2267,618.0
Coconuts,1991,49052.0,159101,140809,901,24.28,2269,621.0
Coconuts,1992,54308.0,151930,147467,884,24.15,2266,623.0
Coconuts,1993,54394.0,154815,153630,829,24.43,2267,626.0
Coconuts,1994,57661.0,169545,166375,766,24.46,2266,644.0
Coconuts,1995,52497.0,173452,171899,765,25.29,2261,663.0
Coconuts,1996,51296.0,179225,180528,701,24.55,2257,681.0
Coconuts,1997,48307.0,202349,190783,653,24.1,2262,700.0
Coconuts,1998,49872.0,209968,198690,614,24.76,2260,718.0
Coconuts,1999,48809.0,225709,202759,577,24.67,2262,736.0
Coconuts,2000,47175.0,208778,191103,561,24.6,2262,755.0
Coconuts,2001,47120.0,216803,197928,546,24.73,2256,773.0
Coconuts,2002,46218.0,201199,183211,531,25.0,2257,782.0
Coconuts,2003,44906.0,210090,193862,515,24.72,2253,790.0
Coconuts,2004,43337.0,230083,204972,438,24.74,2254,799.0
Coconuts,2005,45628.0,254342,222668,441,24.58,2251,808.0
Coconuts,2006,52342.0,270526,240815,467,25.06,2248,815.0
Coconuts,2007,56155.0,282138,252309,342,24.77,2245,822.0
Coconuts,2008,53322.0,302855,260116,181,24.61,2246,829.0
Coconuts,2009,57114.0,330569,272271,358,25.11,2250,846.0
Coconuts,2010,57176.0,351378,287886,501,25.13,2244,846.0
Coconuts,2011,49642.0,354671,303931,694,24.67,2245,847.0
Coconuts,2012,49415.0,319201,294365,662,24.69,2245,869.0
Coconuts,2013,55748.0,306031,293126,570,24.82,2246,871.0
Coconuts,2014,56073.0,319767,296618,703,24.73,2246,873.0
Coconuts,2015,53673.0,334407,304015,709,24.91,2245,875.0
Coconuts,2016,54488.0,324363,292869,732,26.45,2244,877.0
Coconuts,2017,53661.0,332386,296765,792,26.29,2244,880.0
Coconuts,2018,78269.0,342190,308493,745,25.9,2244,880.0
Coconuts,2019,68257.0,362120,299376,771,25.86,2244,880.0
"Coffee, green",1990,5344.0,150225,132396,937,24.21,2267,618.0
"Coffee, green",1991,7606.0,159101,140809,901,24.28,2269,621.0
"Coffee, green",1992,8054.0,151930,147467,884,24.15,2266,623.0
"Coffee, green",1993,7248.0,154815,153630,829,24.43,2267,626.0
"Coffee, green",1994,9183.0,169545,166375,766,24.46,2266,644.0
"Coffee, green",1995,7877.0,173452,171899,765,25.29,2261,663.0
"Coffee, green",1996,9215.0,179225,180528,701,24.55,2257,681.0
"Coffee, green",1997,8158.0,202349,190783,653,24.1,2262,700.0
"Coffee, green",1998,7982.0,209968,198690,614,24.76,2260,718.0
"Coffee, green",1999,8768.0,225709,202759,577,24.67,2262,736.0
"Coffee, green",2000,9467.0,208778,191103,561,24.6,2262,755.0
"Coffee, green",2001,9588.0,216803,197928,546,24.73,2256,773.0
"Coffee, green",2002,9385.0,201199,183211,531,25.0,2257,782.0
"Coffee, green",2003,8586.0,210090,193862,515,24.72,2253,790.0
"Coffee, green",2004,8320.0,230083,204972,438,24.74,2254,799.0
"Coffee, green",2005,8265.0,254342,222668,441,24.58,2251,808.0
"Coffee, green",2006,8027.0,270526,240815,467,25.06,2248,815.0
"Coffee, green",2007,8396.0,282138,252309,342,24.77,2245,822.0
"Coffee, green",2008,7605.0,302855,260116,181,24.61,2246,829.0
"Coffee, green",2009,7484.0,330569,272271,358,25.11,2250,846.0
"Coffee, green",2010,8146.0,351378,287886,501,25.13,2244,846.0
"Coffee, green",2011,8378.0,354671,303931,694,24.67,2245,847.0
"Coffee, green",2012,8517.0,319201,294365,662,24.69,2245,869.0
"Coffee, green",2013,8456.0,306031,293126,570,24.82,2246,871.0
"Coffee, green",2014,7986.0,319767,296618,703,24.73,2246,873.0
"Coffee, green",2015,7726.0,334407,304015,709,24.91,2245,875.0
"Coffee, green",2016,8010.0,324363,292869,732,26.45,2244,877.0
"Coffee, green",2017,6943.0,332386,296765,792,26.29,2244,880.0
"Coffee, green",2018,7651.0,342190,308493,745,25.9,2244,880.0
"Coffee, green",2019,7667.0,362120,299376,771,25.86,2244,880.0
Cucumbers and gherkins,1990,64151.0,150225,132396,937,24.21,2267,618.0
Cucumbers and gherkins,1991,64888.0,159101,140809,901,24.28,2269,621.0
Cucumbers and gherkins,1992,66061.0,151930,147467,884,24.15,2266,623.0
Cucumbers and gherkins,1993,66467.0,154815,153630,829,24.43,2267,626.0
Cucumbers and gherkins,1994,66864.0,169545,166375,766,24.46,2266,644.0
Cucumbers and gherkins,1995,67059.0,173452,171899,765,25.29,2261,663.0
Cucumbers and gherkins,1996,66860.0,179225,180528,701,24.55,2257,681.0
Cucumbers and gherkins,1997,67052.0,202349,190783,653,24.1,2262,700.0
Cucumbers and gherkins,1998,66857.0,209968,198690,614,24.76,2260,718.0
Cucumbers and gherkins,1999,66292.0,225709,202759,577,24.67,2262,736.0
Cucumbers and gherkins,2000,66111.0,208778,191103,561,24.6,2262,755.0
Cucumbers and gherkins,2001,65959.0,216803,197928,546,24.73,2256,773.0
Cucumbers and gherkins,2002,65766.0,201199,183211,531,25.0,2257,782.0
Cucumbers and gherkins,2003,65564.0,210090,193862,515,24.72,2253,790.0
Cucumbers and gherkins,2004,65344.0,230083,204972,438,24.74,2254,799.0
Cucumbers and gherkins,2005,65219.0,254342,222668,441,24.58,2251,808.0
Cucumbers and gherkins,2006,64937.0,270526,240815,467,25.06,2248,815.0
Cucumbers and gherkins,2007,64711.0,282138,252309,342,24.77,2245,822.0
Cucumbers and gherkins,2008,64480.0,302855,260116,181,24.61,2246,829.0
Cucumbers and gherkins,2009,64257.0,330569,272271,358,25.11,2250,846.0
Cucumbers and gherkins,2010,64051.0,351378,287886,501,25.13,2244,846.0
Cucumbers and gherkins,2011,63864.0,354671,303931,694,24.67,2245,847.0
Cucumbers and gherkins,2012,63396.0,319201,294365,662,24.69,2245,869.0
Cucumbers and gherkins,2013,63396.0,306031,293126,570,24.82,2246,871.0
Cucumbers and gherkins,2014,63315.0,319767,296618,703,24.73,2246,873.0
Cucumbers and gherkins,2015,63257.0,334407,304015,709,24.91,2245,875.0
Cucumbers and gherkins,2016,63067.0,324363,292869,732,26.45,2244,877.0
Cucumbers and gherkins,2017,62922.0,332386,296765,792,26.29,2244,880.0
Cucumbers and gherkins,2018,62778.0,342190,308493,745,25.9,2244,880.0
Cucumbers and gherkins,2019,62632.0,362120,299376,771,25.86,2244,880.0
Eggplants (aubergines),1990,101695.0,150225,132396,937,24.21,2267,618.0
Eggplants (aubergines),1991,104133.0,159101,140809,901,24.28,2269,621.0
Eggplants (aubergines),1992,141907.0,151930,147467,884,24.15,2266,623.0
Eggplants (aubergines),1993,198849.0,154815,153630,829,24.43,2267,626.0
Eggplants (aubergines),1994,157857.0,169545,166375,766,24.46,2266,644.0
Eggplants (aubergines),1995,148333.0,173452,171899,765,25.29,2261,663.0
Eggplants (aubergines),1996,146515.0,179225,180528,701,24.55,2257,681.0
Eggplants (aubergines),1997,141860.0,202349,190783,653,24.1,2262,700.0
Eggplants (aubergines),1998,161250.0,209968,198690,614,24.76,2260,718.0
Eggplants (aubergines),1999,160816.0,225709,202759,577,24.67,2262,736.0
Eggplants (aubergines),2000,162400.0,208778,191103,561,24.6,2262,755.0
Eggplants (aubergines),2001,163830.0,216803,197928,546,24.73,2256,773.0
Eggplants (aubergines),2002,167000.0,201199,183211,531,25.0,2257,782.0
Eggplants (aubergines),2003,156600.0,210090,193862,515,24.72,2253,790.0
Eggplants (aubergines),2004,164162.0,230083,204972,438,24.74,2254,799.0
Eggplants (aubergines),2005,163358.0,254342,222668,441,24.58,2251,808.0
Eggplants (aubergines),2006,167309.0,270526,240815,467,25.06,2248,815.0
Eggplants (aubergines),2007,166426.0,282138,252309,342,24.77,2245,822.0
Eggplants (aubergines),2008,172513.0,302855,260116,181,24.61,2246,829.0
Eggplants (aubergines),2009,172874.0,330569,272271,358,25.11,2250,846.0
Eggplants (aubergines),2010,172485.0,351378,287886,501,25.13,2244,846.0
Eggplants (aubergines),2011,174941.0,354671,303931,694,24.67,2245,847.0
Eggplants (aubergines),2012,182572.0,319201,294365,662,24.69,2245,869.0
Eggplants (aubergines),2013,186205.0,306031,293126,570,24.82,2246,871.0
Eggplants (aubergines),2014,190604.0,319767,296618,703,24.73,2246,873.0
Eggplants (aubergines),2015,187058.0,334407,304015,709,24.91,2245,875.0
Eggplants (aubergines),2016,188763.0,324363,292869,732,26.45,2244,877.0
Eggplants (aubergines),2017,170668.0,332386,296765,792,26.29,2244,880.0
Eggplants (aubergines),2018,175356.0,342190,308493,745,25.9,2244,880.0
Eggplants (aubergines),2019,174415.0,362120,299376,771,25.86,2244,880.0
Figs,1990,22857.0,150225,132396,937,24.21,2267,618.0
Figs,1991,22727.0,159101,140809,901,24.28,2269,621.0
Figs,1992,22917.0,151930,147467,884,24.15,2266,623.0
Figs,1993,23077.0,154815,153630,829,24.43,2267,626.0
Figs,1994,22993.0,169545,166375,766,24.46,2266,644.0
Figs,1995,22992.0,173452,171899,765,25.29,2261,663.0
Figs,1996,22973.0,179225,180528,701,24.55,2257,681.0
Figs,1997,23010.0,202349,190783,653,24.1,2262,700.0
Figs,1998,23043.0,209968,198690,614,24.76,2260,718.0
Figs,1999,23077.0,225709,202759,577,24.67,2262,736.0
Figs,2000,23112.0,208778,191103,561,24.6,2262,755.0
Figs,2001,23149.0,216803,197928,546,24.73,2256,773.0
Figs,2002,23183.0,201199,183211,531,25.0,2257,782.0
Figs,2003,23219.0,210090,193862,515,24.72,2253,790.0
Figs,2004,23337.0,230083,204972,438,24.74,2254,799.0
Figs,2005,23543.0,254342,222668,441,24.58,2251,808.0
Figs,2006,23747.0,270526,240815,467,25.06,2248,815.0
Figs,2007,23953.0,282138,252309,342,24.77,2245,822.0
Figs,2008,24159.0,302855,260116,181,24.61,2246,829.0
Figs,2009,24363.0,330569,272271,358,25.11,2250,846.0
Figs,2010,24566.0,351378,287886,501,25.13,2244,846.0
Figs,2011,24772.0,354671,303931,694,24.67,2245,847.0
Figs,2012,24976.0,319201,294365,662,24.69,2245,869.0
Figs,2013,25182.0,306031,293126,570,24.82,2246,871.0
Figs,2014,25259.0,319767,296618,703,24.73,2246,873.0
Figs,2015,25305.0,334407,304015,709,24.91,2245,875.0
Figs,2016,25545.0,324363,292869,732,26.45,2244,877.0
Figs,2017,25703.0,332386,296765,792,26.29,2244,880.0
Figs,2018,25854.0,342190,308493,745,25.9,2244,880.0
Figs,2019,26010.0,362120,299376,771,25.86,2244,880.0
"Fruit, citrus nes",1990,126866.0,150225,132396,937,24.21,2267,618.0
"Fruit, citrus nes",1991,122104.0,159101,140809,901,24.28,2269,621.0
"Fruit, citrus nes",1992,100000.0,151930,147467,884,24.15,2266,623.0
"Fruit, citrus nes",1993,126761.0,154815,153630,829,24.43,2267,626.0
"Fruit, citrus nes",1994,126667.0,169545,166375,766,24.46,2266,644.0
