CropItem,Year,Yield(hg/ha),Nutrients(tonnes),SyntheticFert(tonnes),Pesticides(tonnes),Temp_ann_degC,LandUsed,LandIrrigated
"Peas, dry",1992,9544.0,151930,147467,884,24.15,2266,623.0
"Peas, dry",1993,9030.0,154815,153630,829,24.43,2267,626.0
"Peas, dry",1994,9266.0,169545,166375,766,24.46,2266,644.0
"Peas, dry",1995,8791.0,173452,171899,765,25.29,2261,663.0
"Peas, dry",1996,8361.0,179225,180528,701,24.55,2257,681.0
"Peas, dry",1997,9866.0,202349,190783,653,24.1,2262,700.0
"Peas, dry",1998,8915.0,209968,198690,614,24.76,2260,718.0
"Peas, dry",1999,8451.0,225709,202759,577,24.67,2262,736.0
"Peas, dry",2000,10294.0,208778,191103,561,24.6,2262,755.0
"Peas, dry",2001,8602.0,216803,197928,546,24.73,2256,773.0
"Peas, dry",2002,9065.0,201199,183211,531,25.0,2257,782.0
"Peas, dry",2003,8914.0,210090,193862,515,24.72,2253,790.0
"Peas, dry",2004,10221.0,230083,204972,438,24.74,2254,799.0
"Peas, dry",2005,9929.0,254342,222668,441,24.58,2251,808.0
"Peas, dry",2006,9127.0,270526,240815,467,25.06,2248,815.0
"Peas, dry",2007,8053.0,282138,252309,342,24.77,2245,822.0
"Peas, dry",2008,7482.0,302855,260116,181,24.61,2246,829.0
"Peas, dry",2009,9163.0,330569,272271,358,25.11,2250,846.0
"Peas, dry",2010,8827.0,351378,287886,501,25.13,2244,846.0
"Peas, dry",2011,8157.0,354671,303931,694,24.67,2245,847.0
"Peas, dry",2012,9339.0,319201,294365,662,24.69,2245,869.0
"Peas, dry",2013,10991.0,306031,293126,570,24.82,2246,871.0
"Peas, dry",2014,9605.0,319767,296618,703,24.73,2246,873.0
"Peas, dry",2015,9118.0,334407,304015,709,24.91,2245,875.0
"Peas, dry",2016,8217.0,324363,292869,732,26.45,2244,877.0
"Peas, dry",2017,9550.0,332386,296765,792,26.29,2244,880.0
"Peas, dry",2018,12036.0,342190,308493,745,25.9,2244,880.0
"Peas, dry",2019,13378.0,362120,299376,771,25.86,2244,880.0
"Peas, green",1990,131034.0,150225,132396,937,24.21,2267,618.0
"Peas, green",1991,143265.0,159101,140809,901,24.28,2269,621.0
"Peas, green",1992,143454.0,151930,147467,884,24.15,2266,623.0
"Peas, green",1993,145270.0,154815,153630,829,24.43,2267,626.0
"Peas, green",1994,133333.0,169545,166375,766,24.46,2266,644.0
"Peas, green",1995,113636.0,173452,171899,765,25.29,2261,663.0
"Peas, green",1996,100000.0,179225,180528,701,24.55,2257,681.0
"Peas, green",1997,100000.0,202349,190783,653,24.1,2262,700.0
"Peas, green",1998,89630.0,209968,198690,614,24.76,2260,718.0
"Peas, green",1999,96429.0,225709,202759,577,24.67,2262,736.0
"Peas, green",2000,100370.0,208778,191103,561,24.6,2262,755.0
"Peas, green",2001,94063.0,216803,197928,546,24.73,2256,773.0
"Peas, green",2002,68000.0,201199,183211,531,25.0,2257,782.0
"Peas, green",2003,67556.0,210090,193862,515,24.72,2253,790.0
"Peas, green",2004,66662.0,230083,204972,438,24.74,2254,799.0
"Peas, green",2005,70387.0,254342,222668,441,24.58,2251,808.0
"Peas, green",2006,79343.0,270526,240815,467,25.06,2248,815.0
"Peas, green",2007,80875.0,282138,252309,342,24.77,2245,822.0
"Peas, green",2008,79585.0,302855,260116,181,24.61,2246,829.0
"Peas, green",2009,83793.0,330569,272271,358,25.11,2250,846.0
"Peas, green",2010,83020.0,351378,287886,501,25.13,2244,846.0
"Peas, green",2011,95054.0,354671,303931,694,24.67,2245,847.0
"Peas, green",2012,91739.0,319201,294365,662,24.69,2245,869.0
"Peas, green",2013,95182.0,306031,293126,570,24.82,2246,871.0
"Peas, green",2014,89229.0,319767,296618,703,24.73,2246,873.0
"Peas, green",2015,97731.0,334407,304015,709,24.91,2245,875.0
"Peas, green",2016,96606.0,324363,292869,732,26.45,2244,877.0
"Peas, green",2017,100849.0,332386,296765,792,26.29,2244,880.0
"Peas, green",2018,100407.0,342190,308493,745,25.9,2244,880.0
"Peas, green",2019,100761.0,362120,299376,771,25.86,2244,880.0
Pepper (piper spp.),1990,3218.0,150225,132396,937,24.21,2267,618.0
Pepper (piper spp.),1991,2765.0,159101,140809,901,24.28,2269,621.0
Pepper (piper spp.),1992,2824.0,151930,147467,884,24.15,2266,623.0
Pepper (piper spp.),1993,2680.0,154815,153630,829,24.43,2267,626.0
Pepper (piper spp.),1994,2686.0,169545,166375,766,24.46,2266,644.0
Pepper (piper spp.),1995,3140.0,173452,171899,765,25.29,2261,663.0
Pepper (piper spp.),1996,3109.0,179225,180528,701,24.55,2257,681.0
Pepper (piper spp.),1997,3111.0,202349,190783,653,24.1,2262,700.0
Pepper (piper spp.),1998,3132.0,209968,198690,614,24.76,2260,718.0
Pepper (piper spp.),1999,3167.0,225709,202759,577,24.67,2262,736.0
Pepper (piper spp.),2000,3010.0,208778,191103,561,24.6,2262,755.0
Pepper (piper spp.),2001,2991.0,216803,197928,546,24.73,2256,773.0
Pepper (piper spp.),2002,2831.0,201199,183211,531,25.0,2257,782.0
Pepper (piper spp.),2003,2963.0,210090,193862,515,24.72,2253,790.0
Pepper (piper spp.),2004,3136.0,230083,204972,438,24.74,2254,799.0
Pepper (piper spp.),2005,3198.0,254342,222668,441,24.58,2251,808.0
Pepper (piper spp.),2006,3570.0,270526,240815,467,25.06,2248,815.0
Pepper (piper spp.),2007,2805.0,282138,252309,342,24.77,2245,822.0
Pepper (piper spp.),2008,2382.0,302855,260116,181,24.61,2246,829.0
Pepper (piper spp.),2009,1986.0,330569,272271,358,25.11,2250,846.0
Pepper (piper spp.),2010,2604.0,351378,287886,501,25.13,2244,846.0
Pepper (piper spp.),2011,2826.0,354671,303931,694,24.67,2245,847.0
Pepper (piper spp.),2012,2050.0,319201,294365,662,24.69,2245,869.0
Pepper (piper spp.),2013,4240.0,306031,293126,570,24.82,2246,871.0
Pepper (piper spp.),2014,4113.0,319767,296618,703,24.73,2246,873.0
Pepper (piper spp.),2015,5039.0,334407,304015,709,24.91,2245,875.0
Pepper (piper spp.),2016,4264.0,324363,292869,732,26.45,2244,877.0
Pepper (piper spp.),2017,5455.0,332386,296765,792,26.29,2244,880.0
Pepper (piper spp.),2018,4925.0,342190,308493,745,25.9,2244,880.0
Pepper (piper spp.),2019,4783.0,362120,299376,771,25.86,2244,880.0
Pigeon peas,1990,7630.0,150225,132396,937,24.21,2267,618.0
Pigeon peas,1991,6726.0,159101,140809,901,24.28,2269,621.0
Pigeon peas,1992,5881.0,151930,147467,884,24.15,2266,623.0
Pigeon peas,1993,6518.0,154815,153630,829,24.43,2267,626.0
Pigeon peas,1994,7622.0,169545,166375,766,24.46,2266,644.0
Pigeon peas,1995,6470.0,173452,171899,765,25.29,2261,663.0
Pigeon peas,1996,6699.0,179225,180528,701,24.55,2257,681.0
Pigeon peas,1997,7559.0,202349,190783,653,24.1,2262,700.0
Pigeon peas,1998,5507.0,209968,198690,614,24.76,2260,718.0
Pigeon peas,1999,7874.0,225709,202759,577,24.67,2262,736.0
Pigeon peas,2000,7861.0,208778,191103,561,24.6,2262,755.0
Pigeon peas,2001,6185.0,216803,197928,546,24.73,2256,773.0
Pigeon peas,2002,6791.0,201199,183211,531,25.0,2257,782.0
Pigeon peas,2003,6507.0,210090,193862,515,24.72,2253,790.0
Pigeon peas,2004,6674.0,230083,204972,438,24.74,2254,799.0
Pigeon peas,2005,6670.0,254342,222668,441,24.58,2251,808.0
Pigeon peas,2006,7647.0,270526,240815,467,25.06,2248,815.0
Pigeon peas,2007,6497.0,282138,252309,342,24.77,2245,822.0
Pigeon peas,2008,8250.0,302855,260116,181,24.61,2246,829.0
Pigeon peas,2009,6716.0,330569,272271,358,25.11,2250,846.0
Pigeon peas,2010,7098.0,351378,287886,501,25.13,2244,846.0
Pigeon peas,2011,6549.0,354671,303931,694,24.67,2245,847.0
Pigeon peas,2012,6511.0,319201,294365,662,24.69,2245,869.0
Pigeon peas,2013,7764.0,306031,293126,570,24.82,2246,871.0
Pigeon peas,2014,8120.0,319767,296618,703,24.73,2246,873.0
Pigeon peas,2015,7291.0,334407,304015,709,24.91,2245,875.0
Pigeon peas,2016,6460.0,324363,292869,732,26.45,2244,877.0
Pigeon peas,2017,9130.0,332386,296765,792,26.29,2244,880.0
Pigeon peas,2018,9665.0,342190,308493,745,25.9,2244,880.0
Pigeon peas,2019,7287.0,362120,299376,771,25.86,2244,880.0
Pineapples,1990,161394.0,150225,132396,937,24.21,2267,618.0
Pineapples,1991,120666.0,159101,140809,901,24.28,2269,621.0
Pineapples,1992,150546.0,151930,147467,884,24.15,2266,623.0
Pineapples,1993,168248.0,154815,153630,829,24.43,2267,626.0
Pineapples,1994,144286.0,169545,166375,766,24.46,2266,644.0
Pineapples,1995,132500.0,173452,171899,765,25.29,2261,663.0
Pineapples,1996,146341.0,179225,180528,701,24.55,2257,681.0
Pineapples,1997,144986.0,202349,190783,653,24.1,2262,700.0
Pineapples,1998,134286.0,209968,198690,614,24.76,2260,718.0
Pineapples,1999,135580.0,225709,202759,577,24.67,2262,736.0
Pineapples,2000,145714.0,208778,191103,561,24.6,2262,755.0
Pineapples,2001,152500.0,216803,197928,546,24.73,2256,773.0
Pineapples,2002,147500.0,201199,183211,531,25.0,2257,782.0
Pineapples,2003,145556.0,210090,193862,515,24.72,2253,790.0
Pineapples,2004,152559.0,230083,204972,438,24.74,2254,799.0
Pineapples,2005,154457.0,254342,222668,441,24.58,2251,808.0
Pineapples,2006,153228.0,270526,240815,467,25.06,2248,815.0
Pineapples,2007,156552.0,282138,252309,342,24.77,2245,822.0
Pineapples,2008,155625.0,302855,260116,181,24.61,2246,829.0
Pineapples,2009,159643.0,330569,272271,358,25.11,2250,846.0
Pineapples,2010,150903.0,351378,287886,501,25.13,2244,846.0
Pineapples,2011,158989.0,354671,303931,694,24.67,2245,847.0
Pineapples,2012,147059.0,319201,294365,662,24.69,2245,869.0
Pineapples,2013,149619.0,306031,293126,570,24.82,2246,871.0
Pineapples,2014,158058.0,319767,296618,703,24.73,2246,873.0
Pineapples,2015,171034.0,334407,304015,709,24.91,2245,875.0
Pineapples,2016,174909.0,324363,292869,732,26.45,2244,877.0
Pineapples,2017,167658.0,332386,296765,792,26.29,2244,880.0
Pineapples,2018,165631.0,342190,308493,745,25.9,2244,880.0
Pineapples,2019,164519.0,362120,299376,771,25.86,2244,880.0
Plums and sloes,1990,40000.0,150225,132396,937,24.21,2267,618.0
Plums and sloes,1991,40000.0,159101,140809,901,24.28,2269,621.0
Plums and sloes,1992,40000.0,151930,147467,884,24.15,2266,623.0
Plums and sloes,1993,39855.0,154815,153630,829,24.43,2267,626.0
Plums and sloes,1994,40000.0,169545,166375,766,24.46,2266,644.0
Plums and sloes,1995,41144.0,173452,171899,765,25.29,2261,663.0
Plums and sloes,1996,42562.0,179225,180528,701,24.55,2257,681.0
Plums and sloes,1997,44396.0,202349,190783,653,24.1,2262,700.0
Plums and sloes,1998,48529.0,209968,198690,614,24.76,2260,718.0
Plums and sloes,1999,51604.0,225709,202759,577,24.67,2262,736.0
Plums and sloes,2000,54879.0,208778,191103,561,24.6,2262,755.0
Plums and sloes,2001,58724.0,216803,197928,546,24.73,2256,773.0
Plums and sloes,2002,62604.0,201199,183211,531,25.0,2257,782.0
Plums and sloes,2003,66667.0,210090,193862,515,24.72,2253,790.0
Plums and sloes,2004,70000.0,230083,204972,438,24.74,2254,799.0
Plums and sloes,2005,73176.0,254342,222668,441,24.58,2251,808.0
Plums and sloes,2006,76190.0,270526,240815,467,25.06,2248,815.0
Plums and sloes,2007,77436.0,282138,252309,342,24.77,2245,822.0
Plums and sloes,2008,78460.0,302855,260116,181,24.61,2246,829.0
Plums and sloes,2009,79233.0,330569,272271,358,25.11,2250,846.0
Plums and sloes,2010,80000.0,351378,287886,501,25.13,2244,846.0
Plums and sloes,2011,80769.0,354671,303931,694,24.67,2245,847.0
Plums and sloes,2012,79630.0,319201,294365,662,24.69,2245,869.0
Plums and sloes,2013,80000.0,306031,293126,570,24.82,2246,871.0
Plums and sloes,2014,81522.0,319767,296618,703,24.73,2246,873.0
Plums and sloes,2015,82575.0,334407,304015,709,24.91,2245,875.0
Plums and sloes,2016,83642.0,324363,292869,732,26.45,2244,877.0
Plums and sloes,2017,28923.5,332386,296765,792,26.29,2244,880.0
Plums and sloes,2018,28923.5,342190,308493,745,25.9,2244,880.0
Plums and sloes,2019,28923.5,362120,299376,771,25.86,2244,880.0
Potatoes,1990,157136.0,150225,132396,937,24.21,2267,618.0
Potatoes,1991,162540.0,159101,140809,901,24.28,2269,621.0
Potatoes,1992,160294.0,151930,147467,884,24.15,2266,623.0
Potatoes,1993,149024.0,154815,153630,829,24.43,2267,626.0
Potatoes,1994,166101.0,169545,166375,766,24.46,2266,644.0
Potatoes,1995,162720.0,173452,171899,765,25.29,2261,663.0
Potatoes,1996,169913.0,179225,180528,701,24.55,2257,681.0
Potatoes,1997,193913.0,202349,190783,653,24.1,2262,700.0
Potatoes,1998,146020.0,209968,198690,614,24.76,2260,718.0
Potatoes,1999,175712.0,225709,202759,577,24.67,2262,736.0
Potatoes,2000,186443.0,208778,191103,561,24.6,2262,755.0
Potatoes,2001,183627.0,216803,197928,546,24.73,2256,773.0
Potatoes,2002,194173.0,201199,183211,531,25.0,2257,782.0
Potatoes,2003,173208.0,210090,193862,515,24.72,2253,790.0
Potatoes,2004,188091.0,230083,204972,438,24.74,2254,799.0
Potatoes,2005,188908.0,254342,222668,441,24.58,2251,808.0
Potatoes,2006,185920.0,270526,240815,467,25.06,2248,815.0
Potatoes,2007,164101.0,282138,252309,342,24.77,2245,822.0
Potatoes,2008,192973.0,302855,260116,181,24.61,2246,829.0
Potatoes,2009,188103.0,330569,272271,358,25.11,2250,846.0
Potatoes,2010,199299.0,351378,287886,501,25.13,2244,846.0
Potatoes,2011,227240.0,354671,303931,694,24.67,2245,847.0
Potatoes,2012,217530.0,319201,294365,662,24.69,2245,869.0
Potatoes,2013,227606.0,306031,293126,570,24.82,2246,871.0
Potatoes,2014,229224.0,319767,296618,703,24.73,2246,873.0
Potatoes,2015,231257.0,334407,304015,709,24.91,2245,875.0
Potatoes,2016,205087.0,324363,292869,732,26.45,2244,877.0
Potatoes,2017,223061.0,332386,296765,792,26.29,2244,880.0
Potatoes,2018,239542.0,342190,308493,745,25.9,2244,880.0
Potatoes,2019,230971.0,362120,299376,771,25.86,2244,880.0
Pulses nes,1990,3312.0,150225,132396,937,24.21,2267,618.0
Pulses nes,1991,7096.0,159101,140809,901,24.28,2269,621.0
Pulses nes,1992,1896.0,151930,147467,884,24.15,2266,623.0
Pulses nes,1993,4746.0,154815,153630,829,24.43,2267,626.0
Pulses nes,1994,5917.0,169545,166375,766,24.46,2266,644.0
Pulses nes,1995,6580.0,173452,171899,765,25.29,2261,663.0
Pulses nes,1996,5611.0,179225,180528,701,24.55,2257,681.0
Pulses nes,1997,6600.0,202349,190783,653,24.1,2262,700.0
Pulses nes,1998,5363.0,209968,198690,614,24.76,2260,718.0
Pulses nes,1999,6222.0,225709,202759,577,24.67,2262,736.0
Pulses nes,2000,6444.0,208778,191103,561,24.6,2262,755.0
Pulses nes,2001,7879.0,216803,197928,546,24.73,2256,773.0
Pulses nes,2002,5882.0,201199,183211,531,25.0,2257,782.0
Pulses nes,2003,4622.0,210090,193862,515,24.72,2253,790.0
Pulses nes,2004,5512.0,230083,204972,438,24.74,2254,799.0
Pulses nes,2005,4379.0,254342,222668,441,24.58,2251,808.0
Pulses nes,2006,4904.0,270526,240815,467,25.06,2248,815.0
Pulses nes,2007,4667.0,282138,252309,342,24.77,2245,822.0
Pulses nes,2008,4188.0,302855,260116,181,24.61,2246,829.0
Pulses nes,2009,4321.0,330569,272271,358,25.11,2250,846.0
Pulses nes,2010,4242.0,351378,287886,501,25.13,2244,846.0
Pulses nes,2011,4118.0,354671,303931,694,24.67,2245,847.0
Pulses nes,2012,4364.0,319201,294365,662,24.69,2245,869.0
Pulses nes,2013,4964.0,306031,293126,570,24.82,2246,871.0
Pulses nes,2014,5133.0,319767,296618,703,24.73,2246,873.0
Pulses nes,2015,4595.0,334407,304015,709,24.91,2245,875.0
Pulses nes,2016,4560.0,324363,292869,732,26.45,2244,877.0
Pulses nes,2017,4519.0,332386,296765,792,26.29,2244,880.0
Pulses nes,2018,4466.0,342190,308493,745,25.9,2244,880.0
Pulses nes,2019,4413.0,362120,299376,771,25.86,2244,880.0
"Pumpkins, squash and gourds",1990,93464.0,150225,132396,937,24.21,2267,618.0
"Pumpkins, squash and gourds",1991,95227.0,159101,140809,901,24.28,2269,621.0
"Pumpkins, squash and gourds",1992,95161.0,151930,147467,884,24.15,2266,623.0
"Pumpkins, squash and gourds",1993,98413.0,154815,153630,829,24.43,2267,626.0
"Pumpkins, squash and gourds",1994,96063.0,169545,166375,766,24.46,2266,644.0
"Pumpkins, squash and gourds",1995,95455.0,173452,171899,765,25.29,2261,663.0
"Pumpkins, squash and gourds",1996,95522.0,179225,180528,701,24.55,2257,681.0
"Pumpkins, squash and gourds",1997,95652.0,202349,190783,653,24.1,2262,700.0
"Pumpkins, squash and gourds",1998,95714.0,209968,198690,614,24.76,2260,718.0
"Pumpkins, squash and gourds",1999,95775.0,225709,202759,577,24.67,2262,736.0
"Pumpkins, squash and gourds",2000,95833.0,208778,191103,561,24.6,2262,755.0
"Pumpkins, squash and gourds",2001,95869.0,216803,197928,546,24.73,2256,773.0
"Pumpkins, squash and gourds",2002,95913.0,201199,183211,531,25.0,2257,782.0
"Pumpkins, squash and gourds",2003,95955.0,210090,193862,515,24.72,2253,790.0
"Pumpkins, squash and gourds",2004,95984.0,230083,204972,438,24.74,2254,799.0
"Pumpkins, squash and gourds",2005,96000.0,254342,222668,441,24.58,2251,808.0
"Pumpkins, squash and gourds",2006,95984.0,270526,240815,467,25.06,2248,815.0
"Pumpkins, squash and gourds",2007,95994.0,282138,252309,342,24.77,2245,822.0
"Pumpkins, squash and gourds",2008,96003.0,302855,260116,181,24.61,2246,829.0
"Pumpkins, squash and gourds",2009,96013.0,330569,272271,358,25.11,2250,846.0
"Pumpkins, squash and gourds",2010,96021.0,351378,287886,501,25.13,2244,846.0
"Pumpkins, squash and gourds",2011,96030.0,354671,303931,694,24.67,2245,847.0
"Pumpkins, squash and gourds",2012,96078.0,319201,294365,662,24.69,2245,869.0
"Pumpkins, squash and gourds",2013,96078.0,306031,293126,570,24.82,2246,871.0
"Pumpkins, squash and gourds",2014,96011.0,319767,296618,703,24.73,2246,873.0
"Pumpkins, squash and gourds",2015,95990.0,334407,304015,709,24.91,2245,875.0
"Pumpkins, squash and gourds",2016,95976.0,324363,292869,732,26.45,2244,877.0
"Pumpkins, squash and gourds",2017,95973.0,332386,296765,792,26.29,2244,880.0
"Pumpkins, squash and gourds",2018,28923.5,342190,308493,745,25.9,2244,880.0
"Pumpkins, squash and gourds",2019,28923.5,362120,299376,771,25.86,2244,880.0
Rapeseed,1990,8305.0,150225,132396,937,24.21,2267,618.0
Rapeseed,1991,9044.0,159101,140809,901,24.28,2269,621.0
Rapeseed,1992,8946.0,151930,147467,884,24.15,2266,623.0
Rapeseed,1993,7751.0,154815,153630,829,24.43,2267,626.0
Rapeseed,1994,8471.0,169545,166375,766,24.46,2266,644.0
Rapeseed,1995,9502.0,173452,171899,765,25.29,2261,663.0
Rapeseed,1996,9165.0,179225,180528,701,24.55,2257,681.0
Rapeseed,1997,10172.0,202349,190783,653,24.1,2262,700.0
Rapeseed,1998,6679.0,209968,198690,614,24.76,2260,718.0
Rapeseed,1999,8696.0,225709,202759,577,24.67,2262,736.0
Rapeseed,2000,9604.0,208778,191103,561,24.6,2262,755.0
Rapeseed,2001,9353.0,216803,197928,546,24.73,2256,773.0
Rapeseed,2002,10019.0,201199,183211,531,25.0,2257,782.0
Rapeseed,2003,8538.0,210090,193862,515,24.72,2253,790.0
Rapeseed,2004,11590.0,230083,204972,438,24.74,2254,799.0
Rapeseed,2005,10378.0,254342,222668,441,24.58,2251,808.0
Rapeseed,2006,11175.0,270526,240815,467,25.06,2248,815.0
Rapeseed,2007,10954.0,282138,252309,342,24.77,2245,822.0
Rapeseed,2008,10007.0,302855,260116,181,24.61,2246,829.0
Rapeseed,2009,11433.0,330569,272271,358,25.11,2250,846.0
Rapeseed,2010,11842.0,351378,287886,501,25.13,2244,846.0
Rapeseed,2011,12571.0,354671,303931,694,24.67,2245,847.0
Rapeseed,2012,11205.0,319201,294365,662,24.69,2245,869.0
Rapeseed,2013,12334.0,306031,293126,570,24.82,2246,871.0
Rapeseed,2014,11853.0,319767,296618,703,24.73,2246,873.0
Rapeseed,2015,10848.0,334407,304015,709,24.91,2245,875.0
Rapeseed,2016,11796.0,324363,292869,732,26.45,2244,877.0
Rapeseed,2017,13035.0,332386,296765,792,26.29,2244,880.0
Rapeseed,2018,14103.0,342190,308493,745,25.9,2244,880.0
Rapeseed,2019,15114.0,362120,299376,771,25.86,2244,880.0
"Rice, paddy",1990,26125.0,150225,132396,937,24.21,2267,618.0
"Rice, paddy",1991,26271.0,159101,140809,901,24.28,2269,621.0
"Rice, paddy",1992,26092.0,151930,147467,884,24.15,2266,623.0
"Rice, paddy",1993,28303.0,154815,153630,829,24.43,2267,626.0
"Rice, paddy",1994,28645.0,169545,166375,766,24.46,2266,644.0
"Rice, paddy",1995,26972.0,173452,171899,765,25.29,2261,663.0
"Rice, paddy",1996,28226.0,179225,180528,701,24.55,2257,681.0
"Rice, paddy",1997,28457.0,202349,190783,653,24.1,2262,700.0
"Rice, paddy",1998,28805.0,209968,198690,614,24.76,2260,718.0
"Rice, paddy",1999,29782.0,225709,202759,577,24.67,2262,736.0
"Rice, paddy",2000,28508.0,208778,191103,561,24.6,2262,755.0
"Rice, paddy",2001,31158.0,216803,197928,546,24.73,2256,773.0
"Rice, paddy",2002,26163.0,201199,183211,531,25.0,2257,782.0
"Rice, paddy",2003,31177.0,210090,193862,515,24.72,2253,790.0
"Rice, paddy",2004,29756.0,230083,204972,438,24.74,2254,799.0
"Rice, paddy",2005,31537.0,254342,222668,441,24.58,2251,808.0
"Rice, paddy",2006,31759.0,270526,240815,467,25.06,2248,815.0
"Rice, paddy",2007,32924.0,282138,252309,342,24.77,2245,822.0
"Rice, paddy",2008,32509.0,302855,260116,181,24.61,2246,829.0
"Rice, paddy",2009,32366.0,330569,272271,358,25.11,2250,846.0
"Rice, paddy",2010,33587.0,351378,287886,501,25.13,2244,846.0
"Rice, paddy",2011,35878.0,354671,303931,694,24.67,2245,847.0
"Rice, paddy",2012,36909.0,319201,294365,662,24.69,2245,869.0
"Rice, paddy",2013,36070.0,306031,293126,570,24.82,2246,871.0
"Rice, paddy",2014,35638.0,319767,296618,703,24.73,2246,873.0
"Rice, paddy",2015,36077.0,334407,304015,709,24.91,2245,875.0
"Rice, paddy",2016,37902.0,324363,292869,732,26.45,2244,877.0
"Rice, paddy",2017,38493.0,332386,296765,792,26.29,2244,880.0
"Rice, paddy",2018,39568.0,342190,308493,745,25.9,2244,880.0
"Rice, paddy",2019,40577.0,362120,299376,771,25.86,2244,880.0
"Rubber, natural",1990,10284.0,150225,132396,937,24.21,2267,618.0
"Rubber, natural",1991,10757.0,159101,140809,901,24.28,2269,621.0
"Rubber, natural",1992,11353.0,151930,147467,884,24.15,2266,623.0
"Rubber, natural",1993,11088.0,154815,153630,829,24.43,2267,626.0
"Rubber, natural",1994,11622.0,169545,166375,766,24.46,2266,644.0
"Rubber, natural",1995,13258.0,173452,171899,765,25.29,2261,663.0
"Rubber, natural",1996,13852.0,179225,180528,701,24.55,2257,681.0
"Rubber, natural",1997,14589.0,202349,190783,653,24.1,2262,700.0
"Rubber, natural",1998,15633.0,209968,198690,614,24.76,2260,718.0
"Rubber, natural",1999,15747.0,225709,202759,577,24.67,2262,736.0
"Rubber, natural",2000,15750.0,208778,191103,561,24.6,2262,755.0
"Rubber, natural",2001,15736.0,216803,197928,546,24.73,2256,773.0
"Rubber, natural",2002,15918.0,201199,183211,531,25.0,2257,782.0
"Rubber, natural",2003,16627.0,210090,193862,515,24.72,2253,790.0
"Rubber, natural",2004,17038.0,230083,204972,438,24.74,2254,799.0
"Rubber, natural",2005,17956.0,254342,222668,441,24.58,2251,808.0
"Rubber, natural",2006,18786.0,270526,240815,467,25.06,2248,815.0
"Rubber, natural",2007,17981.0,282138,252309,342,24.77,2245,822.0
"Rubber, natural",2008,18672.0,302855,260116,181,24.61,2246,829.0
"Rubber, natural",2009,17765.0,330569,272271,358,25.11,2250,846.0
"Rubber, natural",2010,18071.0,351378,287886,501,25.13,2244,846.0
"Rubber, natural",2011,18182.0,354671,303931,694,24.67,2245,847.0
"Rubber, natural",2012,20362.0,319201,294365,662,24.69,2245,869.0
"Rubber, natural",2013,20000.0,306031,293126,570,24.82,2246,871.0
"Rubber, natural",2014,20659.0,319767,296618,703,24.73,2246,873.0
"Rubber, natural",2015,20713.0,334407,304015,709,24.91,2245,875.0
"Rubber, natural",2016,20971.0,324363,292869,732,26.45,2244,877.0
"Rubber, natural",2017,21082.0,332386,296765,792,26.29,2244,880.0
"Rubber, natural",2018,21361.0,342190,308493,745,25.9,2244,880.0
"Rubber, natural",2019,21639.0,362120,299376,771,25.86,2244,880.0
Safflower seed,1990,5776.0,150225,132396,937,24.21,2267,618.0
Safflower seed,1991,3888.0,159101,140809,901,24.28,2269,621.0
Safflower seed,1992,4047.0,151930,147467,884,24.15,2266,623.0
Safflower seed,1993,4745.0,154815,153630,829,24.43,2267,626.0
Safflower seed,1994,6583.0,169545,166375,766,24.46,2266,644.0
Safflower seed,1995,5348.0,173452,171899,765,25.29,2261,663.0
Safflower seed,1996,5604.0,179225,180528,701,24.55,2257,681.0
Safflower seed,1997,6141.0,202349,190783,653,24.1,2262,700.0
Safflower seed,1998,6000.0,209968,198690,614,24.76,2260,718.0
Safflower seed,1999,5502.0,225709,202759,577,24.67,2262,736.0
Safflower seed,2000,5938.0,208778,191103,561,24.6,2262,755.0
Safflower seed,2001,4755.0,216803,197928,546,24.73,2256,773.0
Safflower seed,2002,5689.0,201199,183211,531,25.0,2257,782.0
Safflower seed,2003,4831.0,210090,193862,515,24.72,2253,790.0
Safflower seed,2004,3707.0,230083,204972,438,24.74,2254,799.0
Safflower seed,2005,4703.0,254342,222668,441,24.58,2251,808.0
Safflower seed,2006,6270.0,270526,240815,467,25.06,2248,815.0
Safflower seed,2007,6857.0,282138,252309,342,24.77,2245,822.0
Safflower seed,2008,6419.0,302855,260116,181,24.61,2246,829.0
Safflower seed,2009,6422.0,330569,272271,358,25.11,2250,846.0
Safflower seed,2010,6213.0,351378,287886,501,25.13,2244,846.0
Safflower seed,2011,6549.0,354671,303931,694,24.67,2245,847.0
Safflower seed,2012,8146.0,319201,294365,662,24.69,2245,869.0
Safflower seed,2013,7267.0,306031,293126,570,24.82,2246,871.0
Safflower seed,2014,6358.0,319767,296618,703,24.73,2246,873.0
Safflower seed,2015,5143.0,334407,304015,709,24.91,2245,875.0
Safflower seed,2016,3681.0,324363,292869,732,26.45,2244,877.0
Safflower seed,2017,6509.0,332386,296765,792,26.29,2244,880.0
Safflower seed,2018,6729.0,342190,308493,745,25.9,2244,880.0
Safflower seed,2019,5369.0,362120,299376,771,25.86,2244,880.0
